Date,High,Low,Open,Close,Volume,Adj Close
2010-04-07,69.24143981933594,68.31637573242188,68.54763793945312,68.51063537597656,1635000.0,50.866817474365234
2010-04-08,68.62164306640625,67.70582580566406,68.22386932373047,68.54763793945312,2203100.0,50.894290924072266
2010-04-09,69.77798461914062,68.36262512207031,68.73265838623047,69.71322631835938,1383500.0,51.759700775146484
2010-04-12,69.9074935913086,69.34320068359375,69.71322631835938,69.6947250366211,1067700.0,51.74596405029297
2010-04-13,69.6947250366211,68.9916763305664,69.5004653930664,69.33395385742188,1208100.0,51.478092193603516
2010-04-14,70.39778137207031,69.38020324707031,69.7039794921875,70.31452178955078,1820900.0,52.20616149902344
2010-04-15,71.3043441772461,69.7872314453125,69.96299743652344,70.99907684326172,1457700.0,52.71440124511719
2010-04-16,71.46160888671875,70.11100769042969,70.8140640258789,70.33302307128906,2066600.0,52.219871520996094
2010-04-19,70.37928009033203,69.12118530273438,69.8797378540039,70.16651153564453,1104900.0,52.09624481201172
2010-04-20,71.05458068847656,70.37928009033203,70.74930572509766,70.73080444335938,843600.0,52.51523208618164
2010-04-21,71.23033905029297,70.43478393554688,70.94357299804688,70.9250717163086,1201800.0,52.65945053100586
2010-04-22,71.60037231445312,69.7039794921875,70.54579162597656,71.5263671875,1416400.0,53.10588836669922
2010-04-23,73.3117446899414,71.46160888671875,71.46160888671875,73.28399658203125,1800900.0,54.41086196899414
2010-04-26,74.22756958007812,73.08048248291016,74.153564453125,73.08048248291016,1372500.0,54.25978469848633
2010-04-27,73.2284927368164,71.44310760498047,72.91397094726562,71.6188735961914,1671100.0,53.17457580566406
2010-04-28,72.44218444824219,70.67530059814453,72.22941589355469,72.2109146118164,2162600.0,53.61415481567383
2010-04-29,72.97872161865234,71.94264221191406,72.59019470214844,72.18316650390625,1241800.0,53.59356689453125
2010-04-30,72.65494537353516,71.02682495117188,72.35892486572266,71.02682495117188,1509200.0,52.734989166259766
2010-05-03,71.56336975097656,70.7215576171875,71.50786590576172,71.23959350585938,1525500.0,52.892982482910156
2010-05-04,70.73080444335938,68.79740905761719,70.31452178955078,69.16743469238281,1540200.0,51.354469299316406
2010-05-05,69.08418273925781,67.99259948730469,68.53839111328125,68.58464050292969,1427000.0,50.92176818847656
2010-05-06,68.8899154663086,63.45050811767578,68.0943603515625,66.864013671875,2179500.0,49.64426803588867
2010-05-07,67.7613296508789,65.25439453125,66.73450469970703,65.66142272949219,2316400.0,48.75138473510742
2010-05-10,68.05735778808594,66.42922973632812,67.36355590820312,67.15078735351562,2835300.0,49.85717010498047
2010-05-11,67.33580017089844,66.20721435546875,66.57723999023438,66.29972076416016,1934200.0,49.22529602050781
2010-05-12,67.1600341796875,66.16096496582031,66.42922973632812,67.13228607177734,2665500.0,49.84344482421875
2010-05-13,67.01202392578125,66.10546112060547,66.84551239013672,66.11470794677734,1928200.0,49.087928771972656
2010-05-14,65.49491119384766,63.635520935058594,65.4579086303711,64.3570785522461,1980600.0,47.782936096191406
2010-05-17,65.81868743896484,63.96854782104492,64.40332794189453,65.29139709472656,2503500.0,48.47663879394531
2010-05-18,67.0675277709961,64.58834075927734,65.87419128417969,64.80110931396484,1559200.0,48.11262130737305
2010-05-19,64.57909393310547,63.4782600402832,64.55133819580078,64.19056701660156,1527800.0,47.65931701660156
2010-05-20,63.16373825073242,61.05458068847656,62.571693420410156,61.0638313293457,3725400.0,45.33781051635742
2010-05-21,62.025901794433594,59.73173141479492,59.907493591308594,61.92414474487305,2812300.0,45.976558685302734
2010-05-24,62.12765884399414,60.99907302856445,61.517112731933594,61.02682876586914,1668300.0,45.31034469604492
2010-05-25,62.36817932128906,59.63922119140625,59.787235260009766,62.30342102050781,2694500.0,46.25816345214844
2010-05-26,64.3293228149414,62.405181884765625,62.830711364746094,63.44125747680664,4056400.0,47.10297393798828
2010-05-27,65.38390350341797,63.348751068115234,64.59759521484375,65.38390350341797,2357300.0,48.545326232910156
2010-05-28,65.36540222167969,63.57076644897461,65.36540222167969,63.885292053222656,1830100.0,47.432647705078125
2010-06-01,64.19056701660156,62.31267166137695,63.1822395324707,62.36817932128906,1515300.0,46.306251525878906
