Date,High,Low,Open,Close,Volume,Adj Close
2010-04-07,42.7599983215332,41.939998626708984,42.47999954223633,42.099998474121094,1947000.0,40.752010345458984
2010-04-08,42.4900016784668,41.7599983215332,41.9900016784668,42.25,1365400.0,40.8972053527832
2010-04-09,42.380001068115234,41.84000015258789,42.34000015258789,42.130001068115234,1338400.0,40.78104782104492
2010-04-12,42.52000045776367,42.09000015258789,42.310001373291016,42.40999984741211,799000.0,41.05207824707031
2010-04-13,42.619998931884766,42.09000015258789,42.31999969482422,42.2599983215332,978600.0,40.90688705444336
2010-04-14,45.33000183105469,43.189998626708984,43.22999954223633,45.279998779296875,3119800.0,43.83019256591797
2010-04-15,46.34000015258789,45.33000183105469,45.61000061035156,45.380001068115234,3249700.0,43.9269905090332
2010-04-16,45.27000045776367,44.77000045776367,45.119998931884766,45.040000915527344,1932000.0,43.597877502441406
2010-04-19,44.66999816894531,43.689998626708984,44.369998931884766,44.45000076293945,1574800.0,43.026763916015625
2010-04-20,44.86000061035156,44.27000045776367,44.63999938964844,44.459999084472656,1169500.0,43.036434173583984
2010-04-21,45.15999984741211,43.79999923706055,44.52000045776367,44.970001220703125,1020400.0,43.530120849609375
2010-04-22,45.599998474121094,44.40999984741211,44.59000015258789,45.4900016784668,1215100.0,44.03347396850586
2010-04-23,46.16999816894531,45.189998626708984,45.529998779296875,46.11000061035156,1066400.0,44.633609771728516
2010-04-26,46.459999084472656,45.59000015258789,45.91999816894531,46.31999969482422,1024100.0,44.83688735961914
2010-04-27,46.5,45.11000061035156,46.279998779296875,45.2400016784668,990700.0,43.79147720336914
2010-04-28,45.959999084472656,45.13999938964844,45.4900016784668,45.529998779296875,1195400.0,44.07217025756836
2010-04-29,46.880001068115234,45.75,46.04999923706055,45.880001068115234,1879400.0,44.410972595214844
2010-04-30,46.25,44.959999084472656,46.02000045776367,45.099998474121094,1376200.0,43.65596008300781
2010-05-03,46.459999084472656,45.09000015258789,45.130001068115234,46.31999969482422,861000.0,44.83688735961914
2010-05-04,45.91999816894531,45.310001373291016,45.91999816894531,45.66999816894531,1036800.0,44.207706451416016
2010-05-05,46.4900016784668,45.02000045776367,45.20000076293945,45.119998931884766,1366700.0,43.67530822753906
2010-05-06,45.099998474121094,42.189998626708984,44.869998931884766,44.20000076293945,1738900.0,42.78477478027344
2010-05-07,44.54999923706055,42.88999938964844,44.16999816894531,43.7599983215332,1562800.0,42.35886764526367
2010-05-10,45.15999984741211,44.43000030517578,45.11000061035156,45.11000061035156,818800.0,43.6656379699707
2010-05-11,45.63999938964844,44.7400016784668,44.86000061035156,45.40999984741211,958800.0,43.95603561401367
2010-05-12,46.0,45.150001525878906,45.459999084472656,45.959999084472656,1253200.0,44.48841094970703
2010-05-13,46.16999816894531,45.09000015258789,45.81999969482422,45.25,1245800.0,43.8011474609375
2010-05-14,45.099998474121094,44.349998474121094,44.9900016784668,44.900001525878906,1442600.0,43.46236038208008
2010-05-17,45.86000061035156,44.86000061035156,45.0,45.75,1959500.0,44.28514099121094
2010-05-18,46.779998779296875,45.650001525878906,46.15999984741211,45.75,2224700.0,44.28514099121094
2010-05-19,46.47999954223633,45.130001068115234,45.7599983215332,46.09000015258789,2131800.0,44.6142578125
2010-05-20,50.209999084472656,48.15999984741211,48.22999954223633,48.9900016784668,4362400.0,47.42140579223633
2010-05-21,50.97999954223633,48.290000915527344,48.66999816894531,49.470001220703125,3299400.0,47.886016845703125
2010-05-24,50.2599983215332,48.29999923706055,49.08000183105469,49.54999923706055,2241500.0,47.963462829589844
2010-05-25,51.220001220703125,48.83000183105469,48.939998626708984,51.029998779296875,2714600.0,49.39607620239258
2010-05-26,51.279998779296875,50.18000030517578,51.279998779296875,50.20000076293945,2033100.0,48.5926628112793
2010-05-27,51.369998931884766,50.47999954223633,50.880001068115234,51.33000183105469,1106900.0,49.68647384643555
2010-05-28,52.0099983215332,47.790000915527344,50.52000045776367,51.7599983215332,1720500.0,50.10271072387695
2010-06-01,51.7400016784668,50.20000076293945,51.7400016784668,50.369998931884766,2359500.0,48.75721740722656
