Date,High,Low,Open,Close,Volume,Adj Close
2010-04-07,38.893768310546875,38.437225341796875,38.84986877441406,38.56892013549805,3085000.0,29.509563446044922
2010-04-08,38.6479377746582,38.31431198120117,38.59526062011719,38.525020599365234,2925500.0,29.475967407226562
2010-04-09,38.858646392822266,38.39332580566406,38.639156341552734,38.858646392822266,2444400.0,29.731224060058594
2010-04-12,38.893768310546875,38.656715393066406,38.893768310546875,38.81475067138672,2219100.0,29.697650909423828
2010-04-13,38.884986877441406,38.51624298095703,38.78841018676758,38.58647918701172,3100300.0,29.522981643676758
2010-04-14,38.79719161987305,38.40210723876953,38.50746154785156,38.78841018676758,3641800.0,29.677492141723633
2010-04-15,39.27128982543945,38.71817398071289,38.84986877441406,39.227394104003906,2900400.0,30.013362884521484
2010-04-16,39.402984619140625,38.81475067138672,39.06058120727539,38.884986877441406,5138700.0,29.751384735107422
2010-04-19,39.288848876953125,38.893768310546875,38.893768310546875,39.26251220703125,2975200.0,30.04022216796875
2010-04-20,39.543460845947266,39.288848876953125,39.411766052246094,39.5346794128418,2873300.0,30.248464584350586
2010-04-21,39.56979751586914,39.288848876953125,39.48200225830078,39.56101989746094,2786200.0,30.26862144470215
2010-04-22,39.604915618896484,39.095699310302734,39.37664794921875,39.56979751586914,2598600.0,30.275344848632812
2010-04-23,39.964881896972656,39.3064079284668,39.61369705200195,39.92976379394531,3341800.0,30.55074691772461
2010-04-26,40.15803146362305,39.72783279418945,39.90342330932617,39.79806900024414,2764300.0,30.44999122619629
2010-04-27,39.736610412597656,38.87620544433594,39.49956130981445,38.999122619628906,5438900.0,29.838708877563477
2010-04-28,39.13959503173828,38.59526062011719,39.13081741333008,38.753292083740234,5075200.0,29.6506290435791
2010-04-29,39.1922721862793,38.45478439331055,38.80596923828125,38.972782135009766,5104900.0,29.81856346130371
2010-04-30,39.14837646484375,38.04214096069336,39.14837646484375,38.0772590637207,4806600.0,29.133386611938477
2010-05-03,38.4196662902832,37.98068618774414,38.39332580566406,38.34064865112305,3576600.0,29.334903717041016
2010-05-04,38.235294342041016,37.137840270996094,38.235294342041016,37.62950134277344,4911100.0,28.790790557861328
2010-05-05,38.208953857421875,37.243194580078125,37.62950134277344,37.45390701293945,4094300.0,28.65644645690918
2010-05-06,37.805091857910156,23.23090362548828,37.21685791015625,36.35645294189453,7539900.0,27.816774368286133
2010-05-07,36.99736785888672,35.83845520019531,36.04038619995117,36.4881477355957,8539000.0,27.917530059814453
2010-05-10,37.82265090942383,36.86567306518555,36.86567306518555,37.29587173461914,5912200.0,28.535539627075195
2010-05-11,37.70851516723633,37.10272216796875,37.19929885864258,37.31343460083008,4056500.0,28.548973083496094
2010-05-12,37.787532806396484,37.243194580078125,37.33977127075195,37.76997375488281,3576000.0,28.898279190063477
2010-05-13,37.65583801269531,37.22563552856445,37.6119384765625,37.269535064697266,4465400.0,28.5153865814209
2010-05-14,37.12028121948242,36.479366302490234,37.09394073486328,36.69886016845703,4500700.0,28.07874870300293
2010-05-17,37.155399322509766,36.43547058105469,36.821773529052734,36.97980499267578,4996400.0,28.29370880126953
2010-05-18,37.29587173461914,36.505706787109375,36.97980499267578,36.63740158081055,3886100.0,28.03173065185547
2010-05-19,36.89200973510742,36.38279342651367,36.42668914794922,36.514488220214844,5140400.0,27.93769073486328
